"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/strata_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/strata.csv?datainfo&rowcount&base_name=dinosauria"
"Access Time","Thu 2023-03-02 21:43:37 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","dinosauria"
"","timerule","major"
"Elapsed Time","1.13"
"Records Found","2399"
"Records Returned","2399"
"Records:"
"record_type","group","formation","member","lithology","max_ma","min_ma","cc_list","n_colls","n_occs"
"str","Rosário do Sul","Caturrita","","sandstone,sandstone/siltstone,siltstone/sandstone,conglomerate/""shale"",conglomerate/sandstone,sandstone/claystone","228","208.5","BR","8","12"
"str","Rosário do Sul","Santa Maria","","mudstone,sandstone/mudstone","232","221.5","BR","2","2"
"str","Rosário do Sul","Santa Maria","Alemoa","siltstone,sandstone/siltstone,mudstone/sandstone","237","208.5","BR","6","12"
"str","Ruby River Basin","Renova","Dunbar Creek","""shale""/sandstone","33.9","23.03","US","1","1"
"str","Ryugase","","","mudstone","85.8","70.6","RU","1","1"
"str","Ryukyu","Naha","","travertine","0.126","0.0117","JP","1","1"
"str","Salta","Las Curtiembres","Morales","conglomerate,siltstone","83.6","72.1","AR","2","2"
"str","Salta","Lecho","","sandstone","70.6","66","AR","2","19"
"str","Salta","Los Blanquitos","","sandstone,siltstone","83.5","66","AR","3","7"
"str","Salta","Yacoraite","","wackestone/packstone,mudstone/wackestone,sandstone/mudstone,""limestone""","70.6","61.6","AR","8","16"
"str","Salta","Yacoraite","Caliza Amblayo","grainstone","70.6","66","AR","1","3"
"str","Salta","Yacoraite","Complejo Don Otto","sandstone","70.6","66","AR","1","4"
"str","San Rafael","Carmel","","sandstone/""limestone"",sandstone","170.3","161.2","US","3","4"
"str","San Rafael","Curtis","Moab Tongue","sandstone","163.5","157.3","US","6","7"
"str","San Rafael","Entrada Sandstone","","sandstone","163.5","150.8","US","2","5"
"str","San Rafael","Entrada Sandstone","Moab Tongue","sandstone","163.5","150.8","US","15","16"
"str","San Rafael","Nugget Sandstone","Bell Springs","siltstone/mudstone","228","201.3","US","2","3"
"str","San Rafael","Page Sandstone","","","171.6","164.7","US","1","1"
"str","Sanchu","Sebayashi","","sandstone/""shale"",mudstone","112.03","109","JP","2","2"
"str","Sanchu","Sebayashi","Lower","conglomerate/sandstone,""shale""/sandstone","129.4","113","JP","3","3"
"str","Santa Maria","Andalhuala","","sandstone","7.246","5.333","AR","1","1"
"str","Santa Maria","Candelária","","sandstone/mudstone","237","228","BR","1","1"
"str","Santana","Crato","","lime mudstone","122.46","112.03","BR","1","1"
"str","Santana","Crato","Nova Olinda","""limestone""","122.46","112.03","BR","1","1"
"str","São Bento","Botucatu","","sandstone","125","113","BR","8","10"
"str","Sasayama","Ohyamashimo","","mudstone,siltstone","112.03","109","JP","3","16"
"str","Selborne","Gault","","""carbonate""","105.3","99.6","UK","1","2"
"str","Selborne","Upper Greensand","","phosphorite","99.6","93.5","UK","4","4"
"str","Selma","","","","83.5","66","US","5","5"
"str","Selma","Mooreville Chalk","","grainstone,chalk,""carbonate"",""limestone"",marl","83.5","70.6","US","9","10"
"str","Selma","Ripley","","","70.6","66","US","1","1"
"str","Shemshak","","","sandstone","201.3","174.1","IR","3","3"
"str","Shemshak","Ab-e-Haji","","sandstone","201.3","182.7","IR","2","3"
"str","Shemshak","Dansirit","","sandstone/""shale"",""shale"",sandstone,siltstone","170.3","166.1","IR","5","6"
"str","Shemshak","Hojedk","","sandstone","170.3","168.3","IR","1","2"
"str","Shemshak","Shirindasht","","""shale""","182.7","170.3","IR","2","2"
"str","Sherwood Sandstone","","","sandstone/claystone","237","201.3","UK","1","1"
"str","Sherwood Sandstone","Chester Pebble Beds","","sandstone","251.2","247.2","UK","1","3"
"str","Shiguai","","","sandstone/conglomerate","201.3","174.1","CN","1","3"
"str","Shimajiri","Tomori","","""limestone""","5.333","3.6","JP","1","1"
"str","Shindong","Hasandong","","sandstone,""shale"",mudstone,mudstone/""shale""","122.46","109","KR","16","24"
"str","Shindong","Jinju","","sandstone,""shale"",mudstone","112.03","99.6","KR","10","19"
"str","Shindong","Nagdong","","lime mudstone","132.9","129.4","KR","1","1"
"str","Shiramizu","Asagai","","sandstone/mudstone","33.9","23.03","JP","1","1"
"str","Shiramizu","Iwaki","","","33.9","28.1","JP","1","1"
"str","Sierra de Olte","Cañadón Asfalto","","""limestone"",conglomerate,mudstone,tuff,claystone,tuff/sandstone","174.1","168.4","AR","9","16"
"str","Sierra de Olte","Cañadón Calcáreo","","sandstone/mudstone,siltstone/sandstone,breccia/siltstone,sandstone","157.3","145","AR","9","10"
"str","Sinuiji","","","","145","100.5","KP","1","1"
"str","Smoky","Kaskapau","","","99.6","89.3","CA","2","4"
"str","Smoky","Kaskapau","Doe Creek","","99.6","93.5","CA","2","2"
"str","Smoky","Kaskapau","Haven","sandstone/mudstone,mudstone/sandstone","93.9","89.8","CA","3","6"
"str","Smoky","Kaskapau","Vimy","sandstone","93.5","89.3","CA","1","1"
"str","Somanakamura","Tochikubo","","sandstone/siltstone","163.5","157.3","JP","1","1"
"str","Steinmergel","","","dolomite","215.56","212","LU","1","1"
"str","Stormberg","","","sandstone","201.3","174.1","LS,ZA","7","7"
"str","Stormberg","Bushveld Sandstone","","sandstone","201.3","190.8","ZA","1","1"
"str","Stormberg","Bushveld Sandstone","Springbok Flats","sandstone","201.3","190.8","ZA","1","1"
"str","Stormberg","Clarens","","sandstone,sandstone/mudstone","190.8","182.7","LS,ZA","24","41"
"str","Stormberg","Elliot","","","208.5","199.3","ZA","2","2"
"str","Stormberg","Elliot","Lower","sandstone/claystone,""siliciclastic"",""shale""/mudstone,mudstone,sandstone,siltstone,mudstone/sandstone,sandstone/siltstone","201.3","190.8","LS,ZA","63","72"
"str","Stormberg","Elliot","Upper","sandstone,siltstone,sandstone/""limestone"",mudstone,""siliciclastic"",siltstone/sandstone,sandstone/""shale"",mudstone/sandstone","201.3","190.8","ZA,LS","73","134"
"str","Stormberg","Molteno","","sandstone","237","208.5","LS,ZA","9","20"
"str","Strzelecki","","","claystone/siltstone","122.46","112.03","AU","1","3"
"str","Strzelecki","Wonthaggi","","sandstone,sandstone/conglomerate,sandstone/mudstone","122.46","112.03","AU","9","33"
"str","Surdud","Mabdi","","sandstone","157.3","152.1","YE","1","1"
"str","Sustut","Tango Creek","Tatlatui","sandstone/siltstone","72.1","66","CA","1","1"
"str","Tacurú","","","","237","145","BO","1","1"
"str","Tantou","Qiupa","","mudstone/sandstone","70.6","66","CN","1","1"
"str","Taouratine","","","","163.5","145","DZ","1","1"
"str","Te Kuiti","Aotea","","sandstone","34.3","27.3","NZ","1","1"
"str","Te Kuiti","Glen Massey","Dunphail Siltstone","sandstone","34.3","27.3","NZ","1","1"
"str","Tecocoyunca","","","siltstone","171.6","164.7","MX","1","4"
"str","Téfidet","Tagrezou Sandstone","","sandstone","125","100.5","NE","1","1"
"str","Tegama","","","sandstone/claystone,sandstone,claystone","112.03","93.5","NE","6","9"
"str","Tegama","Echkar","","sandstone/claystone","99.6","93.5","NE","3","18"
"str","Tegama","Elrhaz","","sandstone,""siliciclastic""","113","100.5","NE","17","30"
"str","Tembeling","Temus Shale","","","145","100.5","MY","1","1"
"str","Tentori","Itsuki","","mudstone/sandstone","145","100.5","JP","1","2"
"str","Tera","","","sandstone,mudstone/sandstone","152.1","139.8","ES","5","8"
"str","Tera","Magaña","","sandstone,claystone/sandstone","152.1","139.8","ES","2","5"
"str","Tera","Piedrahita de Muñó","","claystone","136.4","125.45","ES","1","3"
"str","Terlingua","Pen","","""shale""","83.6","72.1","MX","1","1"
"str","Tetori","","","","145","100.5","JP","2","3"
"str","Tetori","Akaiwa","","sandstone","125","113","JP","3","5"
"str","Tetori","Akaiwa","'alternation'","sandstone/conglomerate","125","113","JP","1","1"
"str","Tetori","Atotsugawa","","sandstone","125","113","JP","1","5"
"str","Tetori","Itsuki","","""shale""/sandstone,mudstone/sandstone,sandstone","129.4","125","JP","7","13"
"str","Tetori","Kitadani","","sandstone,sandstone/""shale"",siltstone","125","113","JP","5","18"
"str","Tetori","Kuwajima","","mudstone/sandstone,siltstone,sandstone/""shale"",sandstone/mudstone,sandstone/coal","129.4","125","JP","5","22"
"str","Tetori","Nagatogawa","Inotani Alternation","sandstone/""shale""","139.8","132.9","JP","1","3"
"str","Tetori","Nochino","","""shale""/sandstone","132.9","129.4","JP","1","1"
"str","Tetori","Nochino","Upper","sandstone/""shale""","129.4","125","JP","1","1"
"str","Tetori","Okurodani","","sandstone/mudstone","136.4","113","JP","3","7"
"str","Tetori","Shiroiwagawa","","mudstone/sandstone","132.9","129.4","JP","2","2"
"str","Tiantai","Chichengshan","","""siliciclastic"",conglomerate/tuff","99.6","89.8","CN","15","27"
"str","Tioriori","Takatika Grit","","sandstone","66","58.7","NZ","3","8"
"str","Tomioka","Haraichi","","","11.62","7.246","JP","1","1"
"str","Tongeren","Borgloon","Boutersem Sand","sandstone","33.9","28.4","BE","1","8"
"str","Tornillo","Black Peaks","","mudstone/""limestone""","70.6","66","US","2","2"
"str","Tornillo","Javelina","","mudstone,claystone/sandstone,sandstone,mudstone/""limestone"",sandstone/mudstone,claystone","70.6","66","US","17","24"
"str","Toundoute","","","sandstone","190.8","174.1","MA","2","4"
"str","Toyonishi","Kiyosue","","sandstone","163.5","100.5","JP","1","2"
"str","Trang","Khlong Min","","conglomerate","174.1","145","TH","1","1"
"str","Transvaal","Sterkfontein","15","siltstone","1.806","0.781","ZA","1","1"
"str","Transvaal","Sterkfontein","16","","2.588","0.0117","ZA","1","1"
"str","Transvaal","Swartkrans","11","breccia","2.588","0.781","ZA","2","5"
"str","Transvaal","Swartkrans","12","siltstone","2.588","0.0117","ZA","1","2"
"str","Transvaal","Swartkrans","13","","2.588","0.0117","ZA","1","7"
"str","Transvaal","Swartkrans","15","","2.588","0.0117","ZA","1","6"
"str","Transvaal","Swartkrans","31-2","","5.333","0.0117","ZA","1","1"
"str","Tremp","","","sandstone,sandstone/""limestone"",""limestone"",siltstone,marl,mudstone,sandstone/conglomerate,""siliciclastic""/sandstone,""carbonate""","70.6","66","ES","25","31"
"str","Tremp","Conques","","sandstone,conglomerate,conglomerate/""limestone"",conglomerate/sandstone,sandstone/mudstone,mudstone,marl,""shale""/mudstone,sandstone/marl","70.6","66","ES","101","147"
"str","Tremp","Conques","Chenini","","70.6","66","ES","1","2"
"str","Tremp","Grey Garumnian","","sandstone/marl,sandstone,mudstone,packstone/marl","70.6","66","ES","14","18"
"str","Tremp","Grey Garumnian","Middle","mudstone","70.6","66","ES","1","1"
"str","Tremp","La Posa","","""limestone""/sandstone,lime mudstone,sandstone,marl,marl/mudstone","70.6","66","ES","31","75"
"str","Tremp","Lower Garumnian","","","70.6","66","ES","5","5"
"str","Tremp","Lower Red Garumnian","","mudstone,claystone/marl,sandstone/mudstone,""siliciclastic"",sandstone","70.6","66","ES","15","26"
"str","Tremp","Talarn","","sandstone","70.6","66","ES","3","16"
"str","Trichinopoly","","","","93.9","83.6","IN","1","1"
"str","Trinity","","","sandstone","113","100.5","US","3","3"
"str","Trinity","Antlers","","""siliciclastic"",sandstone/claystone,sandstone,""shale""","122.46","100.5","US","9","14"
"str","Trinity","Antlers","middle","claystone,claystone/sandstone,sandstone/claystone","122.46","100.5","US","4","18"
"str","Trinity","Glen Rose Limestone","","wackestone,grainstone,""limestone"",sandstone/travertine,sandstone,""limestone""/""shale""","112.03","109","US","16","25"
"str","Trinity","Glen Rose Limestone","Lower","wackestone/mudstone,sandstone/""limestone"",lime mudstone/mudstone,lime mudstone","112.03","109","US","10","16"
"str","Trinity","Glen Rose Limestone","Middle","lime mudstone","112.03","109","US","1","1"
"str","Trinity","Glen Rose Limestone","Thorp Springs","lime mudstone/claystone","112.03","109","US","1","1"
"str","Trinity","Glen Rose Limestone","Upper","lime mudstone/mudstone,""limestone"",packstone/mudstone,grainstone/""siliciclastic"",lime mudstone/sandstone,wackestone/mudstone,dolomite,grainstone/packstone,lime mudstone/wackestone","112.03","109","US","35","49"
"str","Trinity","Glen Rose Limestone/Paluxy","","sandstone","112.03","109","US","1","2"
"str","Trinity","Hensell Sand","","grainstone/wackestone","113","100.5","US","1","1"
"str","Trinity","Holly Creek","","mudstone/sandstone","113","100.5","US","1","5"
"str","Trinity","Paluxy","","sandstone","112.03","100.5","US","8","10"
"str","Trinity","Paluxy","Middle","sandstone","112.03","109","US","1","5"
"str","Trinity","Travis Peak","","conglomerate","125","113","US","2","2"
"str","Trinity","Twin Mountains","","sandstone,claystone/siltstone,siltstone","122.46","112.03","US","9","17"
"str","Tsagayan","Udurchukan","","claystone","70.6","66","RU","2","22"
"str","Tugulu","","","sandstone,mudstone","125","100.5","CN","5","7"
"str","Tugulu","Ailikehu","","conglomerate/sandstone","100.5","86.3","CN","1","1"
"str","Tugulu","Hutubihe","","siltstone,""siliciclastic"",sandstone/mudstone,siltstone/sandstone","132.9","125","CN","11","32"
"str","Tugulu","Lianmuqin","","mudstone/sandstone","122.46","100.5","CN","4","11"
"str","Tugulu","Shengjinkou","","sandstone","129.4","113","CN","5","7"
"str","Uitenhage","Enon","","conglomerate","163.5","100.5","ZA","1","1"
"str","Uitenhage","Kirkwood","","sandstone,mudstone,sandstone/mudstone,sandstone/""shale"",siltstone,claystone,sandstone/claystone","145","129.4","ZA","11","21"
"str","Uitenhage","Kirkwood","Uppermost","mudstone","145","132.9","ZA","1","1"
"str","Uitenhage","Sundays River","","","140.2","136.4","ZA","3","3"
"str","Urbión","","","sandstone,sandstone/""limestone"",conglomerate","129.4","100.5","ES","16","24"
"str","Urbión","Larriba","","sandstone,""limestone"",siltstone,sandstone/claystone","139.8","132.9","ES","8","10"
"str","Urbión","Piedrahita de Muñó","","","130","113","ES","1","1"
"str","Urbión","Pinilla de los Moros","","sandstone/mudstone","136.4","125.45","ES","7","22"
"str","Urbión","Unit 26","","sandstone","130","122.46","ES","1","1"
"str","Uspallata","Cerro de Las Cabras","","","247.2","237","AR","1","2"
"str","Vale do Carirí","Missão Velha","","sandstone","145","113","BR","2","5"
"str","Valle de Angelis","Esquias","","claystone/sandstone","105.3","89.3","HN","1","1"
"str","Valles-Penedes basin","Miocene Lower Continental Complex","","claystone","16.9","15.97","ES","1","2"
"str","Vogel River Series","","","sandstone","1.806","0.781","TZ","1","2"
"str","Vogel River Series","Olduvai","","gravel","1.806","0.781","TZ","4","4"
"str","Wangshi","","","sandstone,""siliciclastic""","83.6","72.1","CN","21","24"
"str","Wangshi","Hongtuya","","sandstone,siltstone","83.6","72.1","CN","3","12"
"str","Wangshi","Jiangjunding","","claystone,claystone/sandstone","89.8","83.6","CN","5","14"
"str","Wangshi","Jingangkou","","""siliciclastic"",mudstone,claystone/sandstone","83.6","72.1","CN","15","34"
"str","Washita","Pawpaw","","mudstone","105.3","99.6","US","2","2"
"str","Wealden","","","claystone,marl,lignite,sandstone,siltstone,""shale"",conglomerate/sandstone","129.4","100.5","UK,DE","37","40"
"str","Wealden","Ashdown","","claystone,sandstone,claystone/sandstone","140.2","136.4","UK","10","13"
"str","Wealden","Ashdown","Fairlight Clays","sandstone","145","136.4","UK","1","1"
"str","Wealden","Ashdown","Lee Ness Sandstone","claystone/sandstone,sandstone,sandstone/mudstone","140.2","136.4","UK","5","6"
"str","Wealden","Ashdown","Lower","sandstone","145","136.4","UK","1","1"
"str","Wealden","Baudour Clays","","claystone","129.4","122.46","BE","1","1"
"str","Wealden","Sainte-Barbe Clays","","claystone/bituminous coal","129.4","122.46","BE","1","3"
"str","Wealden","Tunbridge Wells Sand","","sandstone/mudstone,sandstone","140.2","130","UK","5","7"
"str","Wealden","Tunbridge Wells Sand","Ardingly Sandstone","sandstone","140.2","136.4","UK","1","1"
"str","Wealden","Tunbridge Wells Sand","Grinstead Clay","sandstone","140.2","136.4","UK","4","18"
"str","Wealden","Tunbridge Wells Sand","Lower","sandstone/siltstone,claystone/siltstone,sandstone","140.2","136.4","UK","3","12"
"str","Wealden","Tunbridge Wells Sand","Pebble Bed","conglomerate","140.2","136.4","UK","1","1"
"str","Wealden","Vectis","","claystone,""shale"",mudstone","130","122.46","UK","4","7"
"str","Wealden","Vectis","Shepherd's Chine","""limestone""","130","122.46","UK","1","1"
"str","Wealden","Wadhurst Clay","","sandstone/siltstone,claystone,claystone/sandstone,sandstone","139.8","132.9","UK","8","15"
"str","Wealden","Weald Clay","","sandstone/claystone,sandstone,claystone,""siliciclastic""","129.4","125","UK","13","15"
"str","Wealden","Weald Clay","Horsham Stone","sandstone","132.9","129.4","UK","1","2"
"str","Wealden","Weald Clay","Lower","siltstone,claystone,sandstone,mudstone/siltstone","132.9","125.45","UK","5","7"
"str","Wealden","Weald Clay","Upper","claystone/siltstone","130","125.45","UK","3","8"
"str","Wealden","Wessex","","mudstone,marl/claystone,claystone,claystone/sandstone,siltstone/claystone,sandstone,marl,sandstone/mudstone,mudstone/sandstone,siltstone/marl,sandstone/claystone","129.4","113","UK","46","71"
"str","Wealden","Wessex","Sudmoor Point Sandstone","","129.4","125","UK","1","2"
"str","Weißjura","","","""limestone""","150.8","145","DE","1","1"
"str","Weißjura","Altmühltal","","lime mudstone,""limestone""","150.8","145","DE","5","5"
"str","Weißjura","Mörnsheim","","lime mudstone,lime mudstone/marl","150.8","145","DE","2","2"
"str","Weißjura","Painten","","lime mudstone/bindstone","155.7","150.8","DE","1","1"
"str","Weißjura","Painten","Öchselberg","""limestone""","152.1","145","DE","1","1"
"str","Weißjura","Torleite","Arnstorf","lime mudstone","155.7","150.8","DE","1","2"
"str","White River","Brule","Cedar Creek","","33.9","33.3","US","1","1"
"str","Woodbine","","","","100.5","93.9","US","1","2"
"str","Woodbine","Lewisville","","sandstone/mudstone,siltstone,sandstone,""shale""/sandstone,mudstone/sandstone","99.6","93.5","US","9","27"
"str","Xinminbao","","","conglomerate/claystone","130","113","CN","1","5"
