"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/strata_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/strata.csv?datainfo&rowcount&base_name=dinosauria"
"Access Time","Thu 2023-03-02 21:43:37 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","dinosauria"
"","timerule","major"
"Elapsed Time","1.13"
"Records Found","2399"
"Records Returned","2399"
"Records:"
"record_type","group","formation","member","lithology","max_ma","min_ma","cc_list","n_colls","n_occs"
"str","","Chicla","Ar Rajban","sandstone","125","100.5","LY","1","1"
"str","","Chico","","""siliciclastic""","83.6","72.1","US","1","2"
"str","","Chignik","","siltstone/sandstone","83.5","66","US","1","5"
"str","","Chilcatay","","","20.44","15.97","PE","1","1"
"str","","Chillesford Clay","","""siliciclastic""","2.588","0.0117","UK","1","1"
"str","","Chinchilla Sand","","sandstone/claystone","5.333","3.6","AU","2","2"
"str","","Chinle","","""shale""/sandstone,conglomerate,wackestone","228","201.3","US","6","8"
"str","","Chinle","Blue Mesa","sandstone,mudstone/sandstone,mudstone,conglomerate/mudstone","228","208.5","US","6","12"
"str","","Chinle","Bluewater Creek","mudstone/siltstone","228","208.5","US","1","1"
"str","","Chinle","Church Rock","conglomerate","208.5","201.3","US","1","1"
"str","","Chinle","Mesa Redondo","mudstone/claystone","228","208.5","US","1","6"
"str","","Chinle","Monitor Butte","","228","208.5","US","1","6"
"str","","Chinle","Owl Rock","mudstone,claystone/sandstone","208.5","201.3","US","5","7"
"str","","Chinle","Petrified Forest","conglomerate/siltstone,claystone,mudstone/wackestone,mudstone,conglomerate/mudstone,""siliciclastic""/siltstone,sandstone/mudstone,mudstone/conglomerate,""siliciclastic""/claystone,""carbonate""","221.5","205.6","US","30","40"
"str","","Chinle","Salitral","","228","208.5","US","1","1"
"str","","Chinle","Santa Rosa","","237","228","US","1","2"
"str","","Chinle","Siltstone","siltstone/conglomerate","208.5","201.3","US","1","2"
"str","","Chinle","Sonsela","mudstone","228","208.5","US","3","6"
"str","","Chiquimil","A","sandstone","9","6.8","AR","1","1"
"str","","Chitarwata","","","23.03","15.97","PK","1","1"
"str","","Chiwondo","3A","","5.333","2.588","MW","1","1"
"str","","Chorrillo","","claystone,mudstone","83.5","66","AR","11","27"
"str","","Chuanjie","","mudstone,mudstone/conglomerate","170.3","163.5","CN","2","4"
"str","","Chuckanut","Slide Stratigraphic","siltstone","48.6","33.9","US","3","3"
"str","","Chudo Shales","","","83.6","66","KR","1","3"
"str","","Chuta","","tuff","113","100.5","MX","1","7"
"str","","Ciénaga del Río Huaco","","sandstone,siltstone/mudstone","83.6","66","AR","3","3"
"str","","Cintura","","","105.3","99.6","US","1","1"
"str","","Claggett","","sandstone","83.5","70.6","US","2","2"
"str","","Clearwater","Wabiskaw","","125","113","CA","1","1"
"str","","Cloverly","","","113","93.9","US","18","20"
"str","","Cloverly","Himes","claystone,sandstone,mudstone/claystone,mudstone","109","93.5","US","66","125"
"str","","Cloverly","Little Sheep Mudstone","claystone,mudstone","113","93.5","US","34","78"
"str","","Coachman","","claystone/sandstone","83.5","70.6","US","1","6"
"str","","Cochirleni","","lime mudstone","139.8","132.9","RO","1","1"
"str","","Coldwater Beds","","mudstone","56","47.8","CA","1","1"
"str","","Coleraine","","","99.6","89.8","US","1","1"
"str","","Coli Toro","","sandstone","83.5","66","AR","2","5"
"str","","Colimapu","","","113","100.5","CL","1","1"
"str","","Collón Curá","","tuff","15.5","13.8","AR","1","1"
"str","","Colombacci","","","7.246","5.333","IT","1","5"
"str","","Colorado","","sandstone/conglomerate","83.6","66","AR","2","2"
"str","","Colton","","""limestone""","56","33.9","US","1","1"
"str","","Complejo Porfirico","","","237","201.3","AR","1","1"
"str","","Concord","","sandstone","25.2","21.7","NZ","1","2"
"str","","Conglomérat de Cernay","","","59.2","56","FR","1","4"
"str","","Continental Intercalaire","","conglomerate,sandstone,claystone,sandstone/claystone,claystone/sandstone","100.5","93.5","DZ,TN,LY,MA,ML","30","47"
"str","","Copper Canyon","Carbonate","""carbonate""/siltstone","10.3","4.9","US","1","5"
"str","","Coquimbo","","sandstone","23.03","2.588","CL","2","4"
"str","","Córcoles","","""siliciclastic""","23.03","11.608","ES","1","2"
"str","","Corda","","sandstone","129.4","125","BR","1","2"
"str","","Corral Quemado","","","9","4","AR","1","2"
"str","","Cotswold Slate","","slate","167.7","164.7","UK","2","2"
"str","","Cotswold Slate","Eyford","sandstone/""limestone""","167.7","164.7","UK","1","2"
"str","","Couche III","","phosphorite,phosphorite/marl","70.6","66","MA","3","3"
"str","","Couche III","Upper","phosphorite","70.6","66","MA","1","1"
"str","","Couches de Chailley","","","152.1","145","FR","3","3"
"str","","Couches du Chailley","","""limestone"",mudstone","150.8","145","FR","8","9"
"str","","Craie de Maisieres","","chalk","89.3","85.8","BE","1","1"
"str","","Craie tuffeau","","chalk","89.3","83.6","FR","1","1"
"str","","Crevasse Canyon","Dalton Sandstone","sandstone","89.8","83.6","US","1","1"
"str","","Crevasse Canyon","Gibson Coal","sandstone","86.3","83.6","US","1","1"
"str","","Cromer Forest Bed","","","0.781","0.126","UK","3","10"
"str","","Cromer Forest Bed","Freshwater Bed","","0.781","0.126","UK","1","7"
"str","","Crooked Creek","","","1.8","0.3","US","1","1"
"str","","Cross Valley","Bahia Pinguino","mudstone","58.7","55.8","AA","1","1"
"str","","Csehbánya","","claystone/sandstone,claystone","86.3","83.6","HU","2","20"
"str","","Cuevas Labradas","","""limestone""","199.3","190.8","ES","1","1"
"str","","Cura-Mallin","Rio Pedregoso","sandstone/conglomerate","13.82","11.62","CL","1","1"
"str","","Cutzamala","","sandstone,""limestone""","86.3","83.6","MX","5","9"
"str","","Cypress Hills","","sandstone","37.2","33.9","CA","1","3"
"str","","Dabeigou","","""siliciclastic""","129.4","125","CN","2","2"
"str","","Dabrazhin","","sandstone,conglomerate","83.5","70.6","KZ,TJ","4","21"
"str","","Daegu","","siltstone/sandstone,sandstone","113","100.5","KR","2","4"
"str","","Daijiaping","","siltstone/conglomerate","83.6","66","CN","2","5"
"str","","Dakhla","Ammonite Hill","""siliciclastic""","72.1","66","EG","1","1"
"str","","Dakota","","gravel,sandstone/siltstone,sandstone","100.5","93.5","US","11","11"
"str","","Dakota","Nishnabotna","gravel","105.3","99.6","US","1","1"
"str","","Dakota","Terra Cotta Clay","sandstone","105.3","99.6","US","1","1"
"str","","Dalangshan","","","72.1","66","CN","1","1"
"str","","Dam","","sandstone,""limestone""","20.44","15.97","SA","5","6"
"str","","Dande Sandstone","","sandstone/mudstone,sandstone","174.1","145","ZW","5","5"
"str","","Dariv","","mudstone/sandstone,sandstone/mudstone","163.5","145","MN","6","8"
"str","","Dashuigou","","","129.4","100.5","CN","2","2"
"str","","De Queen","","mudstone,wackestone","112.03","109","US","2","3"
"str","","Demopolis","","marl","83.5","70.6","US","1","1"
"str","","Demopolis Chalk","","marl","83.5","70.6","US","1","1"
"str","","Demopolis Chalk","Bluffport Marl","marl/chalk","83.5","70.6","US","1","2"
"str","","Densuş-Ciula","Middle","claystone/marl,mudstone/conglomerate,mudstone/sandstone,mudstone,claystone/sandstone,sandstone","70.6","66","RO","15","48"
"str","","Densuş-Ciula","Upper","sandstone","70.6","66","RO","1","5"
"str","","Denver","","sandstone,claystone,claystone/sandstone","70.6","66","US","29","52"
"str","","Deseado","","mudstone","29","21","AR","2","4"
"str","","Detritic-Carbonated Unit of Subirats","","""limestone""/mudstone","15.97","13.82","ES","1","4"
"str","","Diest","Deurne Sands","sandstone","11.62","7.246","BE","1","1"
"str","","Dinosaur Park","","sandstone,""siliciclastic""","83.5","70.6","CA","4","7"
"str","","Djadokhta","","sandstone,sandstone/mudstone","83.5","70.6","MN,CN","32","95"
"str","","Djadokhta","Bayn Dzak","sandstone,sandstone/mudstone","83.5","70.6","MN","9","43"
"str","","Djadokhta","Tugrugyin","sandstone,sandstone/mudstone","83.5","70.6","MN","6","32"
"str","","Dockum","","","237","201.3","US","1","1"
"str","","Dohoin Usu","","claystone","83.6","72.1","MN","1","1"
"str","","Dolomia Principale","","dolomite","215.56","208.5","IT","11","17"
"str","","Dolomitic","","""limestone""/dolomite,mudstone","201.3","196.5","FR","2","5"
"str","","Dolomitique","","""limestone""","201.3","196.5","FR","3","9"
"str","","Dolores","","siltstone","0.781","0.0117","UY","3","4"
"str","","Dongdaqiao","","siltstone","174.1","163.5","CN","1","2"
"str","","Donggou","","""siliciclastic""","100.5","66","CN","1","1"
"str","","Donghu","","sandstone","100.5","66","CN","1","2"
"str","","Dongli","","","174.1","163.5","CN","1","1"
"str","","Dongyuan","","","100.5","66","CN","1","1"
"str","","Dorotea","","sandstone,mudstone","83.5","66","CL","2","5"
"str","","Dorotea","El Puesto","mudstone/sandstone,sandstone","72.1","66","CL","3","3"
"str","","Dorotea","Sauropodo","mudstone/sandstone,mudstone,sandstone","83.6","72.1","CL","3","6"
"str","","Double Corner Shell Beds","","sandstone","12.7","11.608","NZ","1","2"
"str","","Doumu","Upper","","61.7","58.7","CN","1","1"
"str","","Drewsey","","","11.608","5.333","US","1","2"
"str","","Drzewica","","sandstone","189.6","183","PL","1","1"
"str","","Dukamaje","","""siliciclastic""","72.1","66","NE","1","2"
"str","","Duntulm","","sandstone,lime mudstone","168.3","166.1","UK","3","4"
"str","","Dunvegan","","siltstone,sandstone","99.6","93.5","CA","12","15"
"str","","Dürrenstein","","","237","208.5","IT","1","1"
"str","","Dushihin","","claystone,conglomerate","125","113","MN","2","7"
"str","","Duwi","","phosphorite","83.5","66","EG","3","3"
"str","","Dzharakuduk","","sandstone","100.5","93.9","UZ","2","2"
"str","","Dzheirantui","","claystone","93.5","89.3","UZ","1","1"
"str","","Dzhetymtau","","","83.5","70.6","UZ","1","3"
"str","","Dzhibkhalant","","","89.3","66","MN","1","1"
"str","","Dzhil","","","201.3","174.1","KG","1","1"
"str","","Dzhirukut","","sandstone/conglomerate","174.1","145","TJ","1","5"
"str","","Dzunbain","","sandstone,claystone/sandstone","122.46","100.5","MN","2","10"
"str","","Ebelsberg","","claystone","23.03","20.44","AT","1","1"
"str","","Edelény","","marl/claystone","11.1","9.7","HU","1","11"
"str","","Ejinhoro","","sandstone/mudstone,siltstone/sandstone,""siliciclastic""/sandstone,sandstone","139.8","100.5","CN","6","13"
"str","","El Castellar","","marl/""siliciclastic"",""carbonate"",lime mudstone/""siliciclastic"",claystone,wackestone,""siliciclastic"",""shale"",""limestone""","130","125.45","ES","30","68"
"str","","El Collado","","""limestone""/conglomerate,sandstone,claystone/""limestone""","130","125.45","ES","9","16"
"str","","El Gallo","","packstone","83.5","70.6","MX","1","1"
"str","","El Gallo","El Diesacado","","83.5","70.6","MX","4","4"
"str","","El Gallo","El Disecado","sandstone,sandstone/siltstone,mudstone","83.5","70.6","MX","3","12"
"str","","El Mers","","conglomerate,marl,sandstone/conglomerate,claystone,marl/claystone,""siliciclastic""","167.7","164.7","MA","11","13"
"str","","El Picacho","","","72.1","66","US","1","1"
"str","","El Refugio","","","190.8","175.6","AR","1","1"
"str","","Elliot","Upper","mudstone","201.3","190.8","ZA","1","1"
"str","","Ensenada","","","1.2","0.781","AR","1","1"
"str","","Enspel","","""shale""/tuff","28.4","23.03","DE","1","6"
"str","","Epecuén","","siltstone","9","6.8","AR","3","11"
"str","","Eschuca","","sandstone","112.03","105.3","ES","1","1"
"str","","Escondido","","sandstone/marl","72.1","66","MX","1","3"
"str","","Escucha","","""siliciclastic"",lignite,""shale""/sandstone","109","100.5","ES","3","6"
"str","","Escucha","Lower","sandstone","112.03","105.3","ES","2","3"
"str","","Escucha","Lower Sedimentary Succession","coal/mudstone","112.03","109","ES","1","5"
"str","","Escucha","Upper","claystone/sandstone","113","100.5","ES","1","1"
"str","","Espichel","","wackestone,""limestone"",wackestone/marl","152.1","145","PT","9","11"
"str","","Estratos de Algarrobo","","sandstone/conglomerate","48.6","33.9","CL","1","2"
"str","","Etadunna","","sandstone,claystone,claystone/siltstone","28.4","23.03","AU","7","7"
"str","","Etadunna","Lower","siltstone/claystone","28.4","23.03","AU","1","1"
"str","","Etchegoin","","","5.333","3.6","US","1","1"
"str","","Eutaw","Ingersoll Shale","claystone/sandstone","86.3","83.6","US","1","2"
"str","","Eutaw","Tombigbee Sand","sandstone,claystone","85.8","70.6","US","3","4"
"str","","Evanston","Hams Fork Conglomerate","mudstone","70.6","66","US","1","2"
"str","","facies à Congeria","","marl","7.246","5.333","IT","7","40"
"str","","Fangou","","claystone","66","61.7","CN","1","1"
"str","","Farrokhi","","""limestone""","70.6","66","IR","1","1"
"str","","Fayette","","""carbonate""","38","33.9","FR","1","1"
"str","","Feitianshan","","sandstone,""siliciclastic""","145","125","CN","2","4"
"str","","Feitianshan","Lower","sandstone","145","125","CN","2","4"
"str","","Feitianshan","Upper","sandstone/siltstone","145","125","CN","3","12"
"str","","Feliz Deserto","","sandstone/siltstone","145","132.9","BR","1","1"
"str","","Fengjiahe","","mudstone","201.3","199.3","CN","1","1"
"str","","Fengjiahe","Lower","mudstone/sandstone,siltstone","201.3","199.3","CN","3","8"
"str","","Fengjiahe","Upper","sandstone/siltstone,siltstone/sandstone,siltstone,""siliciclastic""/sandstone,claystone/sandstone,sandstone","190.8","182.7","CN","6","10"
"str","","Fengjiashan","Lower","mudstone","136.4","125.45","CN","1","2"
"str","","Fenshui'ao","","""siliciclastic""","100.5","66","CN","1","2"
"str","","Fernando","","""shale""","5.333","3.6","US","1","1"
"str","","Ferris","","conglomerate,mudstone","66","63.3","US","37","120"
"str","","Fleming Fjord","Malmros Klint","","215.56","212","GL","1","1"
"str","","Fleming Fjord","Ørsted Dal","claystone/siltstone,claystone/sandstone","215.56","212","GL","2","6"
"str","","Florissant","","""shale"",mudstone","37.2","33.9","US","3","4"
"str","","Forcall","","claystone","125.45","122.46","ES","2","2"
"str","","Foremost","","siltstone","83.5","70.6","CA","2","9"
"str","","Forest Bed","","","0.781","0.0117","UK","2","3"
"str","","Forest Sandstone","","sandstone,sandstone/conglomerate","201.3","190.8","ZW","3","4"
"str","","Fort Crittenden","","mudstone,sandstone/siltstone","83.5","70.6","US","4","6"
"str","","Fort Crittenden","""shale""","mudstone/siltstone","83.5","70.6","US","2","3"
"str","","Fort Randall","","conglomerate/sandstone","15.97","13.6","US","1","1"
"str","","Fort Thompson","","","0.3","0.012","US","1","8"
"str","","Fort Union","","","61.7","56.8","US","1","1"
"str","","Fort Union","Tongue River","","66","61.6","US","1","2"
"str","","Fort Union","Tullock","sandstone","66","63.3","US","1","1"
"str","","Fray Bentos","","sandstone","29","21","UY","1","1"
"str","","Freixial","","sandstone,sandstone/claystone,sandstone/mudstone,sandstone/marl","150.8","145","PT","11","24"
"str","","Frenchman","","sandstone/siltstone,sandstone,sandstone/claystone,siltstone,claystone,claystone/sandstone","70.6","66","CA","24","47"
"str","","Frontier","Belle Fourche","""shale""/claystone","99.6","93.5","US","2","2"
"str","","Frontier","Chalk Creek","","100.5","93.9","US","1","1"
"str","","Fruitland","","coal,mudstone/sandstone,sandstone/mudstone,sandstone,""shale""","83.5","70.6","US","31","48"
"str","","Fruitland","Bisti","","83.5","70.6","US","1","3"
"str","","Fruitland","Fossil Forest","sandstone,sandstone/lignite,conglomerate/sandstone,""shale""","83.5","70.6","US","16","28"
"str","","Fruitland","Lower Shale","","83.5","70.6","US","1","1"
"str","","Fruitland","Ne-nah-ne-zad","mudstone","83.5","70.6","US","1","1"
"str","","Fruitland/Kirtland","","sandstone,""siliciclastic""","83.5","70.6","US","198","258"
"str","","Fur","","diatomite,diatomite/""volcaniclastic"",siltstone","56","47.8","DK","5","12"
"str","","Fuxian","","sandstone","201.3","174.1","CN","2","7"
"str","","Gabal Silsila","","siltstone","2.588","0.0117","EG","4","28"
"str","","Gaiman","","siltstone/sandstone,sandstone","20.44","15.97","AR","5","24"
"str","","Gaiman","lower","mudstone/sandstone","23.03","15.97","AR","1","2"
"str","","Gaj Clay","","claystone/""shale""","66","15.97","IN","1","1"
"str","","Galé","Água Doce","lime mudstone","109","105.3","PT","1","1"
"str","","Gambier Limestone","Camelback","packstone","28.1","23.03","AU","1","1"
"str","","Gaogou","","","93.5","83.6","CN","3","7"
"str","","Gar El Muluk","","""shale""","3.6","2.588","EG","1","1"
"str","","Garita Creek","","mudstone","237","228","US","1","1"
"str","","Gault Clay","","claystone","112.03","109","UK","1","1"
"str","","Gebel Silsila-YCS","Darau","siltstone","2.588","0.0117","EG","4","15"
"str","","Gellibrand Marl","","marl","23.03","15.97","AU","1","1"
"str","","Gendulain","Liédena Sandstone","sandstone","41.3","38","ES","1","3"
"str","","Gerakarou","","gravel","2.588","0.781","GR","1","1"
"str","","Gerhartsreiter Schichten","","","70.6","66","DE","1","1"
"str","","Geumnaeri","","mudstone","113","100.5","KR","1","1"
"str","","Gila Conglomerate","","marl/claystone","4.9","1.8","US","2","2"
"str","","Glauconie de Lonzée","","""siliciclastic""","89.8","83.6","BE","1","2"
"str","","Glen Massey","","siltstone","34.3","27.3","NZ","1","1"
"str","","Glenns Ferry","","","5.333","2.588","US","1","4"
"str","","Glib Zegdou","middle","sandstone","56","41.3","DZ","1","1"
"str","","Glowaczów","","wackestone/grainstone","155.7","150.8","PL","1","1"
"str","","Gnilyane","Balsha","","7.246","5.333","BG","1","5"
"str","","Gokwe","Calcareous","sandstone/""limestone""","145","100.5","ZW","3","3"
"str","","Gokwe","White Sandstone","sandstone","145","100.5","ZW","10","10"
"str","","Golden Valley","","claystone","55.8","50.3","US","1","1"
"str","","Goler","4a","sandstone","61.7","56.8","US","1","1"
"str","","Goliad","","sandstone","13.6","10.3","US","2","2"
"str","","Goliad","Lapara","sandstone/claystone","13.6","10.3","US","3","3"
"str","","Goodwood","","sandstone","7.246","5.333","AU","1","1"
"str","","Gornji Humac","","lime mudstone/wackestone","93.5","85.8","HR","1","1"
"str","","Goseong","","siltstone,sandstone/siltstone,mudstone","83.6","72.1","KR","5","5"
"str","","Green River","","","55.8","33.9","US","3","6"
"str","","Green River","Fossil Butte","""limestone"",""shale""","55.8","48.6","US","11","19"
"str","","Green River","Laney","diatomite/""shale""","50.3","46.2","US","1","1"
"str","","Green River","Tipton Tongue","""limestone""","55.8","50.3","US","1","1"
"str","","Grès à Avicula contorta","","sandstone","208.5","201.3","FR","1","1"
"str","","Grès à Reptiles","","sandstone,claystone/sandstone,marl/sandstone,sandstone/claystone","83.5","66","FR","7","36"
"str","","Grès calcaires","","sandstone","93.5","89.3","FR","1","1"
"str","","Grès d'Alet","","sandstone","70.6","66","FR","1","1"
"str","","Grès d'Antully","","claystone/sandstone,claystone,sandstone,sandstone/claystone","247.2","237","FR","12","22"
"str","","Grès d'Olemps","","sandstone","208.5","196.5","FR","1","3"
"str","","Grès de Infralias","","sandstone","208.5","201.3","FR","1","2"
"str","","Grès de Labarre","","sandstone","70.6","66","FR","1","3"
"str","","Grès de Labarre","Marnes d'En Gauly","marl/sandstone","83.5","66","FR","1","2"
"str","","Grès de Mortinsart","","sandstone","208.5","201.3","BE","3","9"
"str","","Grès des Estous","","sandstone","70.6","66","FR","2","2"
"str","","Grès et Argilites bariolées","","sandstone","201.3","196.5","FR","2","6"
"str","","Grès et Sables Piquetés","","sandstone","130","125.45","FR","2","2"
"str","","Grès inférieurs","","","247.2","237","FR","1","4"
"str","","Grès Inférieurs du Lyonnais","","","247.2","237","FR","1","2"
"str","","Grès Inférieurs du Maçonnais","","","247.2","237","FR","1","2"
"str","","Grès Inférieurs du Roubreau","","sandstone","247.2","237","FR","2","3"
"str","","Grès rouges","","sandstone/conglomerate,sandstone","100.5","93.9","DZ","2","3"
"str","","Grès supérieurs","","sandstone","125","100.5","LA","11","18"
"str","","Grès supérieurs et Argiles associés","","sandstone","237","228","FR","3","4"
"str","","Grès supérieurs et Argilites bariolées","2","sandstone,dolomite","228","208.5","FR","2","4"
"str","","Greta","","siltstone","3.6","2.588","NZ","1","1"
"str","","Greta Siltstone","","mudstone","2.4","1.63","NZ","1","3"
"str","","Griman Creek","Wallangulla Sandstone","mudstone","99.6","93.5","AU","2","6"
"str","","Grund","","sandstone/siltstone","15.97","13.65","AT","1","4"
"str","","Guadix","","","2.588","1.806","ES","1","1"
"str","","Guará","","sandstone","157.3","145","BR","3","4"
"str","","Guettioua","","siltstone/sandstone,marl/siltstone,sandstone/siltstone,sandstone/claystone","168.3","166.1","MA","4","7"
"str","","Gyeokpori","","sandstone","89.8","83.6","KR","1","1"
"str","","Gypsum Spring","","lime mudstone/grainstone,wackestone","171.6","167.7","US","2","3"
"str","","Hagerman","","","3.6","2.588","US","2","19"
"str","","Hampen Marly","","","167.7","164.7","UK","1","1"
"str","","Hanson","","siltstone","199.3","182.7","AA","1","4"
"str","","Haoling","","mudstone,siltstone","125","100.5","CN","4","6"
"str","","Harebell","","claystone,sandstone/conglomerate","72.1","66","US","3","5"
"str","","Harebell","Whetstone Falls","sandstone","72.1","66","US","2","2"
"str","","Harrison","","","24.8","20.43","US","1","2"
"str","","Hasle","","sandstone","189.6","183","DK","1","1"
"str","","Hatazu","Yukiaino","sandstone","28.1","23.03","JP","1","1"
"str","","Hatira","","siltstone","145","113","IL","1","1"
"str","","Haughton","","mudstone","23.03","20.44","CA","1","1"
"str","","Headon Beds","","sandstone/claystone","37.2","33.9","UK","2","14"
"str","","Headon Beds","Rolled-bone","sandstone/claystone","38","33.9","UK","1","1"
